Step;brand_0;avg_purchases_0;std0;min0;max0;brand_1;avg_purchases_1;std1;min1;max1;brand_2;avg_purchases_2;std2;min2;max2;brand_3;avg_purchases_3;std3;min3;max3
135;0;26.34313725490196;4,9908;13,0000;46,0000;1;29.809313725490195;5,1805;13,0000;48,0000;2;19.411764705882355;4,2945;8,0000;34,0000;3;26.746078431372545;5,0911;9,0000;52,0000
136;0;26.348418491484185;4,9909;13,0000;46,0000;1;29.805839416058394;5,2050;13,0000;48,0000;2;19.413138686131383;4,2856;8,0000;34,0000;3;26.750364963503653;5,0818;9,0000;52,0000
137;0;26.35942028985507;4,9913;13,0000;46,0000;1;29.8024154589372;5,2062;13,0000;48,0000;2;19.418840579710142;4,2896;8,0000;34,0000;3;26.730434782608693;5,0752;9,0000;52,0000
138;0;26.362589928057552;4,9839;13,0000;46,0000;1;29.800479616306955;5,2104;13,0000;48,0000;2;19.429736211031173;4,2872;8,0000;34,0000;3;26.725659472422063;5,0710;9,0000;52,0000
139;0;26.367619047619048;4,9784;13,0000;46,0000;1;29.79190476190476;5,2157;13,0000;48,0000;2;19.440476190476186;4,2871;8,0000;34,0000;3;26.728571428571428;5,0674;9,0000;52,0000
140;0;26.365011820330967;4,9767;13,0000;46,0000;1;29.80425531914894;5,2119;13,0000;48,0000;2;19.423167848699762;4,2888;8,0000;34,0000;3;26.725768321513005;5,0664;9,0000;52,0000
141;0;26.368544600938964;4,9826;13,0000;46,0000;1;29.805164319248824;5,2196;13,0000;48,0000;2;19.42582159624413;4,2927;8,0000;34,0000;3;26.709859154929582;5,0602;9,0000;52,0000
142;0;26.366433566433564;4,9807;13,0000;46,0000;1;29.798135198135203;5,2181;13,0000;48,0000;2;19.41771561771562;4,2872;8,0000;34,0000;3;26.715617715617718;5,0627;9,0000;52,0000
143;0;26.37083333333333;4,9881;13,0000;46,0000;1;29.79675925925926;5,2080;13,0000;48,0000;2;19.420370370370375;4,2809;8,0000;34,0000;3;26.712962962962962;5,0539;9,0000;52,0000
144;0;26.365057471264368;4,9851;13,0000;46,0000;1;29.79126436781609;5,2220;13,0000;48,0000;2;19.41609195402299;4,2836;8,0000;34,0000;3;26.696551724137933;5,0544;9,0000;52,0000
145;0;26.373972602739727;4,9880;13,0000;46,0000;1;29.79178082191781;5,2243;13,0000;48,0000;2;19.423287671232874;4,2794;8,0000;34,0000;3;26.70091324200913;5,0539;9,0000;52,0000
146;0;26.367800453514736;4,9966;13,0000;46,0000;1;29.79229024943311;5,2153;13,0000;48,0000;2;19.43356009070295;4,2799;8,0000;34,0000;3;26.697052154195013;5,0503;9,0000;52,0000
147;0;26.377027027027026;4,9909;13,0000;46,0000;1;29.79414414414414;5,2144;13,0000;48,0000;2;19.43513513513513;4,2789;8,0000;34,0000;3;26.6990990990991;5,0507;9,0000;52,0000
148;0;26.378523489932885;4,9869;13,0000;46,0000;1;29.815659955257267;5,2126;13,0000;48,0000;2;19.43937360178971;4,2736;8,0000;34,0000;3;26.703355704697987;5,0457;9,0000;52,0000
149;0;26.358666666666668;4,9929;13,0000;46,0000;1;29.796444444444447;5,2197;13,0000;48,0000;2;19.439111111111107;4,2738;8,0000;34,0000;3;26.70266666666667;5,0461;9,0000;52,0000
150;0;26.35320088300221;5,0045;13,0000;46,0000;1;29.807064017660043;5,2169;13,0000;48,0000;2;19.44503311258278;4,2692;8,0000;34,0000;3;26.719205298013243;5,0369;9,0000;52,0000
151;0;26.335087719298247;5,0196;12,0000;46,0000;1;29.821052631578947;5,2213;13,0000;48,0000;2;19.44517543859649;4,2665;8,0000;34,0000;3;26.700877192982453;5,0348;9,0000;52,0000
152;0;26.33812636165577;5,0202;12,0000;46,0000;1;29.836165577342047;5,2246;13,0000;48,0000;2;19.457080610021784;4,2718;8,0000;34,0000;3;26.70152505446623;5,0268;9,0000;52,0000
153;0;26.34285714285714;5,0228;12,0000;46,0000;1;29.836796536796538;5,2232;13,0000;48,0000;2;19.460606060606057;4,2723;8,0000;34,0000;3;26.708658008658013;5,0163;9,0000;52,0000
154;0;26.341075268817203;5,0121;12,0000;46,0000;1;29.84258064516129;5,2184;13,0000;48,0000;2;19.464516129032255;4,2772;8,0000;34,0000;3;26.713548387096772;5,0201;9,0000;52,0000
155;0;26.331196581196583;5,0095;12,0000;46,0000;1;29.843589743589742;5,2205;13,0000;48,0000;2;19.45470085470085;4,2711;8,0000;34,0000;3;26.73333333333333;5,0224;9,0000;52,0000
156;0;26.34352441613588;5,0123;12,0000;46,0000;1;29.83227176220807;5,2167;13,0000;48,0000;2;19.453078556263268;4,2727;8,0000;34,0000;3;26.727813163481954;5,0339;9,0000;52,0000
157;0;26.34092827004219;5,0068;12,0000;46,0000;1;29.825316455696207;5,2160;13,0000;48,0000;2;19.443459915611818;4,2722;8,0000;34,0000;3;26.724472573839662;5,0254;9,0000;52,0000
158;0;26.335429769392032;5,0028;12,0000;46,0000;1;29.809224318658284;5,2237;13,0000;48,0000;2;19.443605870020964;4,2685;8,0000;34,0000;3;26.724109014675054;5,0269;9,0000;52,0000
159;0;26.359166666666667;5,0164;12,0000;46,0000;1;29.82041666666667;5,2216;13,0000;48,0000;2;19.45208333333333;4,2702;8,0000;34,0000;3;26.73875;5,0339;9,0000;52,0000
160;0;26.354451345755695;5,0117;12,0000;46,0000;1;29.824844720496895;5,2181;13,0000;48,0000;2;19.449275362318836;4,2654;8,0000;34,0000;3;26.73581780538302;5,0253;9,0000;52,0000
161;0;26.358847736625517;5,0183;12,0000;46,0000;1;29.817695473251025;5,2119;13,0000;48,0000;2;19.446090534979426;4,2664;8,0000;34,0000;3;26.72551440329218;5,0253;9,0000;52,0000
162;0;26.359509202453985;5,0271;12,0000;46,0000;1;29.81063394683027;5,2304;12,0000;48,0000;2;19.439263803680984;4,2750;8,0000;34,0000;3;26.71411042944785;5,0275;9,0000;52,0000
163;0;26.366666666666664;5,0299;12,0000;46,0000;1;29.8130081300813;5,2332;12,0000;48,0000;2;19.43373983739837;4,2710;8,0000;34,0000;3;26.709349593495933;5,0354;9,0000;52,0000
164;0;26.370505050505052;5,0273;12,0000;46,0000;1;29.805252525252527;5,2296;12,0000;48,0000;2;19.426262626262627;4,2698;8,0000;34,0000;3;26.72080808080808;5,0293;9,0000;52,0000
165;0;26.381927710843375;5,0238;12,0000;46,0000;1;29.81285140562249;5,2274;12,0000;48,0000;2;19.41807228915663;4,2721;8,0000;34,0000;3;26.71044176706827;5,0242;9,0000;52,0000
166;0;26.379241516966072;5,0223;12,0000;46,0000;1;29.809181636726546;5,2243;12,0000;48,0000;2;19.410778443113774;4,2769;8,0000;34,0000;3;26.70578842315369;5,0194;9,0000;52,0000
167;0;26.364682539682537;5,0283;12,0000;46,0000;1;29.798809523809524;5,2203;12,0000;48,0000;2;19.40396825396825;4,2734;8,0000;34,0000;3;26.698015873015873;5,0159;9,0000;52,0000
168;0;26.369625246548324;5,0280;12,0000;46,0000;1;29.818934911242604;5,2398;12,0000;48,0000;2;19.3861932938856;4,2741;8,0000;34,0000;3;26.68796844181459;5,0151;9,0000;52,0000
169;0;26.371372549019604;5,0280;12,0000;46,0000;1;29.80705882352941;5,2449;12,0000;48,0000;2;19.39137254901961;4,2733;8,0000;34,0000;3;26.685882352941178;5,0136;9,0000;52,0000
170;0;26.386744639376218;5,0338;12,0000;46,0000;1;29.807407407407407;5,2444;12,0000;48,0000;2;19.399220272904483;4,2766;8,0000;34,0000;3;26.686159844054583;5,0221;9,0000;52,0000
171;0;26.394186046511624;5,0477;12,0000;46,0000;1;29.809302325581392;5,2494;12,0000;48,0000;2;19.40077519379845;4,2731;8,0000;34,0000;3;26.688759689922485;5,0248;9,0000;52,0000
172;0;26.380346820809248;5,0496;12,0000;46,0000;1;29.801541425818886;5,2457;12,0000;48,0000;2;19.39344894026975;4,2699;8,0000;34,0000;3;26.681695568400777;5,0193;9,0000;52,0000
173;0;26.36704980842912;5,0557;12,0000;46,0000;1;29.804214559386974;5,2490;12,0000;48,0000;2;19.395785440613025;4,2663;8,0000;34,0000;3;26.6808429118774;5,0178;9,0000;52,0000
174;0;26.36647619047619;5,0573;12,0000;46,0000;1;29.81409523809524;5,2476;12,0000;48,0000;2;19.39961904761905;4,2736;8,0000;34,0000;3;26.679999999999996;5,0104;9,0000;52,0000
175;0;26.369696969696967;5,0516;12,0000;46,0000;1;29.815530303030304;5,2588;12,0000;48,0000;2;19.40681818181818;4,2674;8,0000;34,0000;3;26.675378787878785;5,0031;9,0000;52,0000
176;0;26.35969868173258;5,0482;12,0000;46,0000;1;29.821092278719398;5,2670;12,0000;48,0000;2;19.418455743879473;4,2741;8,0000;34,0000;3;26.663276836158193;5,0002;9,0000;52,0000
177;0;26.36779026217228;5,0474;12,0000;46,0000;1;29.814232209737828;5,2632;12,0000;48,0000;2;19.416853932584267;4,2779;8,0000;34,0000;3;26.653558052434462;5,0066;9,0000;52,0000
178;0;26.35977653631285;5,0487;12,0000;46,0000;1;29.80782122905028;5,2730;12,0000;48,0000;2;19.408938547486034;4,2727;8,0000;34,0000;3;26.646182495344508;5,0057;9,0000;52,0000
179;0;26.355555555555554;5,0479;12,0000;46,0000;1;29.80925925925926;5,2776;12,0000;48,0000;2;19.404814814814817;4,2708;8,0000;34,0000;3;26.641851851851854;5,0024;9,0000;52,0000
180;0;26.37605893186004;5,0568;12,0000;46,0000;1;29.80184162062615;5,2696;12,0000;48,0000;2;19.407734806629833;4,2709;8,0000;34,0000;3;26.633885819521183;5,0013;9,0000;52,0000
181;0;26.385347985347988;5,0530;12,0000;46,0000;1;29.791208791208792;5,2692;12,0000;48,0000;2;19.41025641025641;4,2694;8,0000;34,0000;3;26.634798534798538;5,0069;9,0000;52,0000
182;0;26.388706739526413;5,0581;12,0000;46,0000;1;29.787249544626594;5,2594;12,0000;48,0000;2;19.40728597449909;4,2679;8,0000;34,0000;3;26.62295081967213;5,0057;9,0000;52,0000
183;0;26.378623188405797;5,0514;12,0000;46,0000;1;29.781521739130437;5,2666;12,0000;48,0000;2;19.402898550724636;4,2727;8,0000;34,0000;3;26.62608695652174;5,0057;9,0000;52,0000
184;0;26.384864864864863;5,0497;12,0000;46,0000;1;29.78774774774775;5,2561;12,0000;48,0000;2;19.403963963963964;4,2682;8,0000;34,0000;3;26.624144144144143;4,9999;9,0000;52,0000
185;0;26.38351254480287;5,0491;12,0000;46,0000;1;29.78279569892473;5,2635;12,0000;48,0000;2;19.402150537634405;4,2674;8,0000;34,0000;3;26.63655913978495;4,9981;9,0000;52,0000
186;0;26.365062388591802;5,0564;12,0000;46,0000;1;29.775757575757574;5,2629;12,0000;48,0000;2;19.397147950089124;4,2625;8,0000;34,0000;3;26.631372549019613;4,9937;9,0000;52,0000
187;0;26.359574468085107;5,0567;12,0000;46,0000;1;29.771276595744684;5,2653;12,0000;48,0000;2;19.409574468085104;4,2740;8,0000;34,0000;3;26.615957446808505;5,0031;9,0000;52,0000
188;0;26.352733686067022;5,0564;12,0000;46,0000;1;29.764021164021166;5,2648;12,0000;48,0000;2;19.415873015873014;4,2685;8,0000;34,0000;3;26.61199294532628;5,0002;9,0000;52,0000
189;0;26.36561403508772;5,0572;12,0000;46,0000;1;29.766315789473687;5,2618;12,0000;48,0000;2;19.42350877192983;4,2692;8,0000;34,0000;3;26.6221052631579;5,0071;9,0000;52,0000
190;0;26.368586387434554;5,0564;12,0000;46,0000;1;29.788132635253056;5,2846;12,0000;48,0000;2;19.41780104712042;4,2655;8,0000;34,0000;3;26.61500872600349;5,0064;9,0000;52,0000
191;0;26.374652777777776;5,0563;12,0000;46,0000;1;29.782986111111107;5,2902;12,0000;48,0000;2;19.42291666666667;4,2668;8,0000;34,0000;3;26.62222222222222;5,0055;9,0000;52,0000
192;0;26.382037996545773;5,0625;12,0000;46,0000;1;29.791364421416233;5,3068;12,0000;48,0000;2;19.412089810017267;4,2620;8,0000;34,0000;3;26.61761658031088;5,0081;9,0000;52,0000
193;0;26.38831615120275;5,0608;12,0000;46,0000;1;29.777663230240552;5,3097;12,0000;48,0000;2;19.40927835051546;4,2602;8,0000;34,0000;3;26.621305841924396;5,0000;9,0000;52,0000
194;0;26.38940170940171;5,0530;12,0000;46,0000;1;29.783589743589744;5,3124;12,0000;48,0000;2;19.405128205128204;4,2566;8,0000;34,0000;3;26.624273504273503;4,9977;9,0000;52,0000
195;0;26.39591836734694;5,0509;12,0000;46,0000;1;29.78843537414966;5,3102;12,0000;48,0000;2;19.412925170068025;4,2629;8,0000;34,0000;3;26.627891156462585;4,9973;9,0000;52,0000
196;0;26.396954314720812;5,0484;12,0000;46,0000;1;29.782064297800343;5,3156;12,0000;48,0000;2;19.420642978003382;4,2725;8,0000;34,0000;3;26.6243654822335;4,9908;9,0000;52,0000
197;0;26.386531986531985;5,0447;12,0000;46,0000;1;29.775084175084174;5,3203;12,0000;48,0000;2;19.416498316498313;4,2734;8,0000;34,0000;3;26.63131313131313;4,9953;9,0000;52,0000
198;0;26.391624790619762;5,0497;12,0000;46,0000;1;29.770184254606367;5,3214;12,0000;48,0000;2;19.418760469011726;4,2811;8,0000;34,0000;3;26.630820770519254;4,9874;9,0000;52,0000
199;0;26.395333333333337;5,0488;12,0000;46,0000;1;29.77166666666666;5,3288;12,0000;48,0000;2;19.422666666666668;4,2772;8,0000;34,0000;3;26.634333333333334;4,9847;9,0000;52,0000
200;0;26.4072968490879;5,0468;12,0000;46,0000;1;29.775787728026536;5,3271;12,0000;48,0000;2;19.417578772802653;4,2779;8,0000;34,0000;3;26.628855721393037;4,9905;9,0000;52,0000
201;0;26.412541254125408;5,0537;12,0000;46,0000;1;29.780528052805284;5,3223;12,0000;48,0000;2;19.415841584158414;4,2799;8,0000;34,0000;3;26.63663366336634;4,9878;9,0000;52,0000
202;0;26.408866995073893;5,0529;12,0000;46,0000;1;29.795730706075535;5,3321;12,0000;48,0000;2;19.42134646962233;4,2877;8,0000;34,0000;3;26.62758620689655;4,9857;9,0000;52,0000
203;0;26.41241830065359;5,0507;12,0000;46,0000;1;29.802287581699346;5,3304;12,0000;48,0000;2;19.42450980392157;4,2833;8,0000;34,0000;3;26.630065359477125;4,9856;9,0000;52,0000
204;0;26.41788617886179;5,0536;12,0000;46,0000;1;29.813658536585365;5,3369;12,0000;48,0000;2;19.425040650406505;4,2822;8,0000;34,0000;3;26.640650406504072;4,9836;9,0000;52,0000
205;0;26.424271844660197;5,0536;12,0000;46,0000;1;29.811003236245956;5,3307;12,0000;48,0000;2;19.418122977346275;4,2801;8,0000;34,0000;3;26.639158576051777;4,9864;9,0000;52,0000
206;0;26.42028985507246;5,0562;12,0000;46,0000;1;29.80450885668277;5,3271;12,0000;48,0000;2;19.420933977455718;4,2845;8,0000;34,0000;3;26.646054750402573;5,0028;9,0000;52,0000
207;0;26.413461538461533;5,0519;12,0000;46,0000;1;29.81121794871795;5,3317;12,0000;48,0000;2;19.428205128205132;4,2834;8,0000;34,0000;3;26.64455128205128;5,0031;9,0000;52,0000
208;0;26.413078149920253;5,0534;12,0000;46,0000;1;29.822966507177036;5,3357;12,0000;48,0000;2;19.431259968102076;4,2791;8,0000;34,0000;3;26.638596491228068;4,9962;9,0000;52,0000
209;0;26.408253968253966;5,0516;12,0000;46,0000;1;29.813968253968255;5,3328;12,0000;48,0000;2;19.42761904761905;4,2827;8,0000;34,0000;3;26.635238095238094;4,9936;9,0000;52,0000
210;0;26.4085308056872;5,0568;12,0000;46,0000;1;29.82148499210111;5,3305;12,0000;48,0000;2;19.431595576619276;4,2873;8,0000;34,0000;3;26.634755134281207;4,9881;9,0000;52,0000
211;0;26.39874213836478;5,0571;12,0000;46,0000;1;29.818238993710693;5,3251;12,0000;48,0000;2;19.428930817610063;4,2832;8,0000;34,0000;3;26.64371069182389;4,9880;9,0000;52,0000
212;0;26.405633802816897;5,0605;12,0000;46,0000;1;29.81815336463224;5,3180;12,0000;48,0000;2;19.417840375586856;4,2907;8,0000;34,0000;3;26.637558685446006;4,9839;9,0000;52,0000
213;0;26.39906542056075;5,0569;12,0000;46,0000;1;29.813707165109033;5,3187;12,0000;48,0000;2;19.418068535825547;4,2931;8,0000;34,0000;3;26.630529595015574;4,9763;9,0000;52,0000
214;0;26.397519379844958;5,0568;12,0000;46,0000;1;29.80837209302326;5,3155;12,0000;48,0000;2;19.42015503875969;4,2915;8,0000;34,0000;3;26.616124031007747;4,9856;9,0000;52,0000
215;0;26.387962962962963;5,0548;12,0000;46,0000;1;29.804012345679013;5,3160;12,0000;48,0000;2;19.41944444444444;4,2976;7,0000;34,0000;3;26.620370370370367;4,9847;9,0000;52,0000
216;0;26.38924731182796;5,0563;12,0000;46,0000;1;29.802764976958525;5,3185;12,0000;48,0000;2;19.427035330261138;4,2971;7,0000;34,0000;3;26.62119815668203;4,9817;9,0000;52,0000
217;0;26.38593272171254;5,0607;12,0000;46,0000;1;29.806116207951067;5,3166;12,0000;48,0000;2;19.42966360856269;4,2929;7,0000;34,0000;3;26.625382262996947;4,9816;9,0000;52,0000
218;0;26.395738203957382;5,0608;12,0000;46,0000;1;29.812785388127857;5,3166;12,0000;48,0000;2;19.42739726027397;4,2968;7,0000;34,0000;3;26.61187214611872;4,9816;9,0000;52,0000
219;0;26.405151515151516;5,0606;12,0000;46,0000;1;29.815454545454546;5,3157;12,0000;48,0000;2;19.435151515151514;4,2947;7,0000;34,0000;3;26.608484848484842;4,9776;9,0000;52,0000
220;0;26.4078431372549;5,0594;12,0000;46,0000;1;29.800603318250374;5,3185;12,0000;48,0000;2;19.4395173453997;4,2906;7,0000;34,0000;3;26.612066365007546;4,9704;9,0000;52,0000
221;0;26.4024024024024;5,0605;12,0000;46,0000;1;29.801801801801805;5,3130;12,0000;48,0000;2;19.428828828828827;4,2976;7,0000;34,0000;3;26.608708708708704;4,9646;9,0000;52,0000
222;0;26.40657698056801;5,0598;12,0000;46,0000;1;29.8;5,3174;12,0000;48,0000;2;19.432884902840062;4,2963;7,0000;34,0000;3;26.614947683109122;4,9730;9,0000;52,0000
223;0;26.40714285714286;5,0514;12,0000;46,0000;1;29.792857142857144;5,3281;12,0000;50,0000;2;19.430654761904762;4,2932;7,0000;34,0000;3;26.615476190476187;4,9807;9,0000;52,0000
224;0;26.414814814814815;5,0608;12,0000;46,0000;1;29.798222222222222;5,3256;12,0000;50,0000;2;19.432296296296293;4,2892;7,0000;34,0000;3;26.618666666666666;4,9813;9,0000;52,0000
225;0;26.428908554572267;5,0624;12,0000;46,0000;1;29.79439528023599;5,3313;12,0000;50,0000;2;19.438053097345136;4,2873;7,0000;34,0000;3;26.620648967551617;4,9779;9,0000;52,0000
226;0;26.426725403817912;5,0588;12,0000;46,0000;1;29.784140969162998;5,3273;12,0000;50,0000;2;19.44023494860499;4,2822;7,0000;34,0000;3;26.624963289280476;4,9783;9,0000;52,0000
227;0;26.423391812865493;5,0583;12,0000;46,0000;1;29.775146198830406;5,3260;12,0000;50,0000;2;19.439473684210526;4,2840;7,0000;34,0000;3;26.62719298245614;4,9801;9,0000;52,0000
228;0;26.422707423580782;5,0583;12,0000;46,0000;1;29.773508005822418;5,3227;12,0000;50,0000;2;19.43813682678312;4,2768;7,0000;34,0000;3;26.631732168850068;4,9776;9,0000;52,0000
229;0;26.40231884057971;5,0619;12,0000;46,0000;1;29.78376811594203;5,3187;12,0000;50,0000;2;19.429855072463766;4,2813;7,0000;34,0000;3;26.627826086956517;4,9847;9,0000;52,0000
230;0;26.403751803751806;5,0725;12,0000;46,0000;1;29.78989898989899;5,3129;12,0000;50,0000;2;19.42770562770563;4,2854;7,0000;34,0000;3;26.627994227994225;4,9841;9,0000;52,0000
231;0;26.41264367816092;5,0746;12,0000;46,0000;1;29.789080459770116;5,3129;12,0000;50,0000;2;19.42614942528736;4,2815;7,0000;34,0000;3;26.628735632183904;4,9772;9,0000;52,0000
232;0;26.41173104434907;5,0746;12,0000;46,0000;1;29.798283261802577;5,3070;12,0000;50,0000;2;19.41659513590844;4,2812;7,0000;34,0000;3;26.633762517882687;4,9867;9,0000;52,0000
233;0;26.402564102564106;5,0745;12,0000;46,0000;1;29.801424501424503;5,3127;12,0000;50,0000;2;19.41452991452992;4,2791;7,0000;34,0000;3;26.632763532763533;4,9875;9,0000;52,0000
234;0;26.40624113475177;5,0705;12,0000;46,0000;1;29.794893617021277;5,3130;12,0000;50,0000;2;19.41049645390071;4,2820;7,0000;34,0000;3;26.643687943262407;4,9911;9,0000;52,0000
235;0;26.41920903954802;5,0756;12,0000;46,0000;1;29.790677966101693;5,3098;12,0000;50,0000;2;19.408474576271185;4,2789;7,0000;34,0000;3;26.645480225988695;4,9908;9,0000;52,0000
236;0;26.42841068917018;5,0796;12,0000;46,0000;1;29.791842475386783;5,3091;12,0000;50,0000;2;19.4042194092827;4,2753;7,0000;34,0000;3;26.645288326300978;4,9903;9,0000;52,0000
237;0;26.427450980392155;5,0768;12,0000;46,0000;1;29.78823529411765;5,3079;12,0000;50,0000;2;19.39635854341737;4,2716;7,0000;34,0000;3;26.654901960784315;4,9920;9,0000;52,0000
238;0;26.42398884239888;5,0725;12,0000;46,0000;1;29.78186889818689;5,3090;12,0000;50,0000;2;19.396652719665276;4,2723;7,0000;34,0000;3;26.64965132496513;4,9916;9,0000;52,0000
239;0;26.424166666666665;5,0673;12,0000;46,0000;1;29.781666666666666;5,3089;12,0000;50,0000;2;19.394166666666667;4,2693;7,0000;34,0000;3;26.653333333333332;4,9873;9,0000;52,0000
240;0;26.432365145228218;5,0601;12,0000;46,0000;1;29.78450899031812;5,3121;12,0000;50,0000;2;19.40027662517289;4,2680;7,0000;34,0000;3;26.652558782849237;4,9831;9,0000;52,0000
241;0;26.433057851239667;5,0566;12,0000;46,0000;1;29.788980716253445;5,3048;12,0000;50,0000;2;19.397520661157028;4,2741;7,0000;34,0000;3;26.658677685950416;4,9849;9,0000;52,0000
242;0;26.441700960219485;5,0574;12,0000;46,0000;1;29.791220850480112;5,3064;12,0000;50,0000;2;19.39917695473251;4,2735;7,0000;34,0000;3;26.666117969821677;4,9862;9,0000;52,0000
243;0;26.441803278688525;5,0532;12,0000;46,0000;1;29.79617486338798;5,3082;12,0000;50,0000;2;19.401639344262296;4,2682;7,0000;34,0000;3;26.659016393442624;4,9893;9,0000;52,0000
244;0;26.438095238095244;5,0550;12,0000;46,0000;1;29.802721088435373;5,3090;12,0000;50,0000;2;19.39537414965987;4,2685;7,0000;34,0000;3;26.663673469387753;4,9920;9,0000;52,0000
245;0;26.43956639566396;5,0506;12,0000;46,0000;1;29.80650406504065;5,3101;12,0000;50,0000;2;19.384010840108402;4,2704;7,0000;34,0000;3;26.66964769647696;4,9899;9,0000;52,0000
246;0;26.44615384615385;5,0551;12,0000;46,0000;1;29.807557354925773;5,3196;12,0000;50,0000;2;19.387044534412958;4,2686;7,0000;34,0000;3;26.67206477732794;4,9870;9,0000;52,0000
247;0;26.44381720430108;5,0538;12,0000;46,0000;1;29.808870967741935;5,3141;12,0000;50,0000;2;19.39247311827957;4,2687;7,0000;34,0000;3;26.66935483870968;4,9854;9,0000;52,0000
248;0;26.45542168674698;5,0620;12,0000;46,0000;1;29.816331994645246;5,3120;12,0000;50,0000;2;19.390629183400268;4,2737;7,0000;34,0000;3;26.668005354752342;4,9864;9,0000;52,0000
249;0;26.453066666666665;5,0589;12,0000;46,0000;1;29.816533333333336;5,3122;12,0000;50,0000;2;19.39573333333333;4,2715;7,0000;34,0000;3;26.662133333333333;4,9808;9,0000;52,0000
250;0;26.46002656042496;5,0662;12,0000;46,0000;1;29.81699867197875;5,3074;12,0000;50,0000;2;19.39760956175299;4,2735;7,0000;34,0000;3;26.660026560424967;4,9777;9,0000;52,0000
251;0;26.45370370370371;5,0638;12,0000;46,0000;1;29.806084656084654;5,3086;12,0000;50,0000;2;19.395767195767196;4,2766;7,0000;34,0000;3;26.66216931216931;4,9736;9,0000;52,0000
252;0;26.44822134387352;5,0687;12,0000;46,0000;1;29.8034255599473;5,3038;12,0000;50,0000;2;19.394993412384714;4,2753;7,0000;34,0000;3;26.656126482213438;4,9738;9,0000;52,0000
253;0;26.444356955380574;5,0715;12,0000;46,0000;1;29.811023622047244;5,3076;12,0000;50,0000;2;19.399999999999995;4,2832;7,0000;34,0000;3;26.658267716535438;4,9753;9,0000;52,0000
254;0;26.441568627450984;5,0711;12,0000;46,0000;1;29.811764705882354;5,3151;12,0000;50,0000;2;19.395555555555553;4,2856;7,0000;34,0000;3;26.664836601307186;4,9771;9,0000;52,0000
255;0;26.44270833333333;5,0720;12,0000;46,0000;1;29.806770833333335;5,3153;12,0000;50,0000;2;19.40208333333333;4,2918;7,0000;34,0000;3;26.67135416666666;4,9727;9,0000;52,0000
256;0;26.442023346303504;5,0767;12,0000;46,0000;1;29.80596627756161;5,3137;12,0000;50,0000;2;19.404669260700388;4,2917;7,0000;34,0000;3;26.688715953307394;4,9791;9,0000;52,0000
257;0;26.435142118863055;5,0770;12,0000;46,0000;1;29.805943152454784;5,3113;12,0000;50,0000;2;19.40129198966408;4,2900;7,0000;34,0000;3;26.70103359173127;4,9813;9,0000;52,0000
258;0;26.433462033462032;5,0833;12,0000;46,0000;1;29.805662805662806;5,3069;12,0000;50,0000;2;19.399742599742602;4,2873;7,0000;34,0000;3;26.702960102960102;4,9773;9,0000;52,0000
259;0;26.425897435897433;5,0829;12,0000;46,0000;1;29.803076923076922;5,3039;12,0000;50,0000;2;19.402307692307694;4,2899;7,0000;34,0000;3;26.697948717948716;4,9797;9,0000;52,0000
260;0;26.425287356321842;5,0788;12,0000;46,0000;1;29.808429118773947;5,3003;12,0000;50,0000;2;19.40740740740741;4,3016;7,0000;34,0000;3;26.697573435504474;4,9754;9,0000;52,0000
261;0;26.426717557251905;5,0828;12,0000;46,0000;1;29.811959287531806;5,2998;12,0000;50,0000;2;19.40229007633588;4,2969;7,0000;34,0000;3;26.697201017811707;4,9739;9,0000;52,0000
262;0;26.421292775665403;5,0814;12,0000;46,0000;1;29.80811153358682;5,3004;12,0000;50,0000;2;19.401774397972115;4,2985;7,0000;34,0000;3;26.696831432192646;4,9711;9,0000;52,0000
263;0;26.41969696969697;5,0839;12,0000;46,0000;1;29.80429292929293;5,3020;12,0000;50,0000;2;19.39924242424242;4,2996;7,0000;34,0000;3;26.700000000000003;4,9723;9,0000;52,0000
264;0;26.413584905660382;5,0889;12,0000;46,0000;1;29.80578616352201;5,3119;12,0000;50,0000;2;19.39823899371069;4,3030;7,0000;34,0000;3;26.698616352201256;4,9766;9,0000;52,0000
265;0;26.411528822055132;5,0853;12,0000;46,0000;1;29.805012531328323;5,3150;12,0000;50,0000;2;19.397243107769423;4,3021;7,0000;34,0000;3;26.694736842105257;4,9767;9,0000;52,0000
266;0;26.41373283395755;5,0852;12,0000;46,0000;1;29.797752808988765;5,3109;12,0000;50,0000;2;19.40074906367041;4,3023;7,0000;34,0000;3;26.69612983770287;4,9736;9,0000;52,0000
267;0;26.423880597014925;5,0872;12,0000;46,0000;1;29.805223880597016;5,3088;12,0000;50,0000;2;19.404975124378108;4,3080;7,0000;34,0000;3;26.69353233830846;4,9732;9,0000;52,0000
268;0;26.420570012391572;5,0870;12,0000;46,0000;1;29.801982651796777;5,3065;12,0000;50,0000;2;19.40842627013631;4,3077;7,0000;34,0000;3;26.69739776951673;4,9730;9,0000;52,0000
269;0;26.419999999999998;5,0820;12,0000;46,0000;1;29.80148148148148;5,3065;12,0000;50,0000;2;19.411851851851853;4,3065;7,0000;34,0000;3;26.698518518518522;4,9721;9,0000;52,0000
270;0;26.418450184501847;5,0784;12,0000;46,0000;1;29.799015990159905;5,3023;12,0000;50,0000;2;19.403936039360396;4,3100;7,0000;34,0000;3;26.695202952029522;4,9754;9,0000;52,0000
