Step;avg_deliberation;avg_imitation;avg_repetition;avg_social;avg_utility;std_deliberation;std_imitation;std_repetition;std_social;std_utility
256;11.266666666666667;0.0;0.0;0.0;93.33333333333333;3,0347;0,0000;0,0000;0,0000;9,9690
257;10.8;0.0;0.06666666666666668;0.0;91.73333333333333;3,4888;0,0000;0,2582;0,0000;7,6669
258;10.866666666666667;0.0;0.13333333333333333;0.0;94.06666666666666;3,8889;0,0000;0,3519;0,0000;9,2772
259;9.8;0.0;0.0;0.0;93.86666666666666;1,8205;0,0000;0,0000;0,0000;7,5769
260;10.066666666666666;0.0;0.0;0.0;87.66666666666667;3,9182;0,0000;0,0000;0,0000;7,9252
261;9.933333333333334;0.0;0.0;0.0;89.86666666666666;3,2616;0,0000;0,0000;0,0000;12,1647
262;9.533333333333333;0.0;0.0;0.0;90.66666666666667;2,8752;0,0000;0,0000;0,0000;10,5266
263;10.733333333333333;0.0;0.0;0.0;92.46666666666667;2,1202;0,0000;0,0000;0,0000;11,0121
264;10.0;0.0;0.0;0.0;94.73333333333333;3,0237;0,0000;0,0000;0,0000;10,2502
265;9.466666666666667;0.0;0.0;0.0;88.2;3,5024;0,0000;0,0000;0,0000;7,6364
266;10.933333333333334;0.0;0.0;0.0;91.8;2,9147;0,0000;0,0000;0,0000;7,0832
267;10.333333333333334;0.0;0.0;0.0;94.33333333333333;3,7161;0,0000;0,0000;0,0000;5,9362
268;9.266666666666667;0.0;0.0;0.0;85.86666666666666;2,5204;0,0000;0,0000;0,0000;11,4634
269;10.466666666666667;0.0;0.0;0.0;91.73333333333333;4,0860;0,0000;0,0000;0,0000;9,7575
270;8.533333333333333;0.0;0.0;0.0;90.0;2,2318;0,0000;0,0000;0,0000;7,4354
271;11.666666666666666;0.0;0.0;0.0;92.26666666666667;2,7689;0,0000;0,0000;0,0000;9,9245
272;9.4;0.0;0.0;0.0;93.06666666666666;4,1196;0,0000;0,0000;0,0000;9,8086
273;10.066666666666666;0.0;0.0;0.0;90.4;4,2505;0,0000;0,0000;0,0000;6,4009
274;10.733333333333333;0.0;0.0;0.0;92.4;2,6851;0,0000;0,0000;0,0000;9,9986
275;10.133333333333333;0.0;0.0;0.0;89.46666666666667;2,1996;0,0000;0,0000;0,0000;9,8696
276;9.733333333333333;0.0;0.0;0.0;88.26666666666667;2,3135;0,0000;0,0000;0,0000;6,5079
277;8.4;0.0;0.0;0.0;92.93333333333334;2,6403;0,0000;0,0000;0,0000;7,2651
278;10.8;0.0;0.0;0.0;93.93333333333334;3,3209;0,0000;0,0000;0,0000;6,9843
279;10.666666666666666;0.0;0.0;0.0;90.53333333333333;2,8452;0,0000;0,0000;0,0000;5,7801
280;10.333333333333334;0.0;0.0;0.0;94.26666666666667;2,8702;0,0000;0,0000;0,0000;6,1117
281;11.266666666666667;0.0;0.0;0.0;92.66666666666667;3,7696;0,0000;0,0000;0,0000;6,6512
282;10.333333333333334;0.0;0.06666666666666668;0.0;89.53333333333333;2,5820;0,0000;0,2582;0,0000;8,7901
283;10.666666666666666;0.0;0.0;0.0;87.8;3,1997;0,0000;0,0000;0,0000;8,8657
284;9.8;0.0;0.06666666666666668;0.0;94.53333333333333;3,0984;0,0000;0,2582;0,0000;10,5483
285;10.333333333333334;0.0;0.0;0.0;90.13333333333334;2,9439;0,0000;0,0000;0,0000;10,3983
286;10.733333333333333;0.0;0.0;0.0;96.33333333333333;3,9725;0,0000;0,0000;0,0000;7,8710
287;11.133333333333333;0.0;0.0;0.0;89.53333333333333;2,0999;0,0000;0,0000;0,0000;8,2883
288;10.666666666666666;0.0;0.0;0.0;94.0;3,4983;0,0000;0,0000;0,0000;9,1885
289;10.866666666666667;0.0;0.0;0.0;89.26666666666667;4,3567;0,0000;0,0000;0,0000;6,0529
290;9.6;0.0;0.06666666666666667;0.0;91.73333333333333;3,2470;0,0000;0,2582;0,0000;8,8274
291;10.2;0.0;0.0;0.0;94.8;3,5697;0,0000;0,0000;0,0000;8,0374
292;10.6;0.0;0.0;0.0;94.46666666666667;2,9228;0,0000;0,0000;0,0000;9,7238
293;10.533333333333333;0.0;0.0;0.0;94.0;3,1593;0,0000;0,0000;0,0000;9,7541
294;9.466666666666667;0.0;0.0;0.0;91.26666666666667;2,6690;0,0000;0,0000;0,0000;12,0206
295;9.733333333333333;0.0;0.06666666666666668;0.0;91.0;2,3442;0,0000;0,2582;0,0000;11,2948
296;9.466666666666667;0.0;0.0;0.0;94.73333333333333;3,4198;0,0000;0,0000;0,0000;7,9415
297;11.2;0.0;0.06666666666666667;0.0;91.46666666666667;3,0752;0,0000;0,2582;0,0000;11,0186
298;10.066666666666666;0.0;0.06666666666666668;0.0;93.33333333333333;3,5146;0,0000;0,2582;0,0000;10,7814
299;10.266666666666667;0.0;0.0;0.0;88.2;2,7894;0,0000;0,0000;0,0000;9,6525
300;9.133333333333333;0.0;0.0;0.0;94.86666666666666;2,4162;0,0000;0,0000;0,0000;8,8791
301;9.533333333333333;0.0;0.0;0.0;92.8;2,8502;0,0000;0,0000;0,0000;6,7844
302;9.6;0.0;0.06666666666666667;0.0;90.8;3,5817;0,0000;0,2582;0,0000;7,4470
303;10.733333333333333;0.0;0.06666666666666667;0.0;91.73333333333333;2,7637;0,0000;0,2582;0,0000;7,7962
304;10.733333333333333;0.0;0.06666666666666668;0.0;91.4;2,7115;0,0000;0,2582;0,0000;8,3563
305;10.0;0.0;0.0;0.0;94.2;3,5657;0,0000;0,0000;0,0000;5,5446
306;9.4;0.0;0.0;0.0;92.8;2,5579;0,0000;0,0000;0,0000;9,5857
307;9.533333333333333;0.0;0.0;0.0;91.26666666666667;2,6957;0,0000;0,0000;0,0000;6,5516
308;9.333333333333334;0.0;0.06666666666666667;0.0;91.93333333333334;2,7946;0,0000;0,2582;0,0000;9,2232
309;10.066666666666666;0.0;0.0;0.0;97.6;3,3267;0,0000;0,0000;0,0000;7,9714
310;8.533333333333333;0.0;0.0;0.0;89.2;2,6150;0,0000;0,0000;0,0000;9,4657
311;9.266666666666667;0.0;0.06666666666666667;0.0;88.46666666666667;3,3693;0,0000;0,2582;0,0000;6,6961
312;9.666666666666666;0.0;0.0;0.0;93.26666666666667;2,9439;0,0000;0,0000;0,0000;5,0915
313;10.866666666666667;0.0;0.0;0.0;89.26666666666667;3,4198;0,0000;0,0000;0,0000;9,5578
314;10.333333333333334;0.0;0.0;0.0;90.66666666666667;4,2538;0,0000;0,0000;0,0000;5,5763
315;9.8;0.0;0.06666666666666668;0.0;92.73333333333333;2,5967;0,0000;0,2582;0,0000;9,1766
316;9.333333333333334;0.0;0.0;0.0;94.46666666666667;3,1997;0,0000;0,0000;0,0000;12,3859
317;9.4;0.0;0.0;0.0;89.33333333333333;3,4806;0,0000;0,0000;0,0000;7,8072
318;10.0;0.0;0.0;0.0;91.2;2,6992;0,0000;0,0000;0,0000;10,7318
319;10.4;0.0;0.06666666666666667;0.0;90.86666666666666;2,3543;0,0000;0,2582;0,0000;8,0699
320;10.733333333333333;0.0;0.0;0.0;91.0;2,8402;0,0000;0,0000;0,0000;7,2210
321;9.133333333333333;0.0;0.0;0.0;94.53333333333333;2,6150;0,0000;0,0000;0,0000;7,4342
322;9.2;0.0;0.0;0.0;90.46666666666667;3,4888;0,0000;0,0000;0,0000;10,2111
323;10.8;0.0;0.06666666666666668;0.0;93.93333333333334;3,5295;0,0000;0,2582;0,0000;9,4072
324;11.6;0.0;0.0;0.0;94.53333333333333;4,9685;0,0000;0,0000;0,0000;8,8064
325;10.533333333333333;0.0;0.13333333333333333;0.0;89.33333333333333;3,0206;0,0000;0,3519;0,0000;11,6660
326;8.533333333333333;0.0;0.06666666666666668;0.0;90.73333333333333;3,1366;0,0000;0,2582;0,0000;9,4979
327;10.933333333333334;0.0;0.0;0.0;91.2;3,6345;0,0000;0,0000;0,0000;11,2834
328;11.466666666666667;0.0;0.0;0.0;93.93333333333334;3,5227;0,0000;0,0000;0,0000;11,7745
329;10.8;0.0;0.0;0.0;93.6;1,9346;0,0000;0,0000;0,0000;8,3478
330;10.666666666666666;0.0;0.0;0.0;93.86666666666666;3,6580;0,0000;0,0000;0,0000;9,0543
331;10.133333333333333;0.0;0.0;0.0;93.06666666666666;2,5033;0,0000;0,0000;0,0000;7,7133
332;9.4;0.0;0.0;0.0;91.46666666666667;2,8735;0,0000;0,0000;0,0000;7,3277
333;10.866666666666667;0.0;0.0;0.0;94.46666666666667;3,1137;0,0000;0,0000;0,0000;7,7724
334;10.2;0.0;0.06666666666666667;0.0;93.53333333333333;4,2122;0,0000;0,2582;0,0000;7,3666
335;11.933333333333334;0.0;0.0;0.0;92.33333333333333;2,3442;0,0000;0,0000;0,0000;12,6076
336;9.933333333333334;0.0;0.0;0.0;91.13333333333334;2,2509;0,0000;0,0000;0,0000;11,1411
337;9.533333333333333;0.0;0.06666666666666667;0.0;94.2;3,9073;0,0000;0,2582;0,0000;7,3698
338;10.4;0.0;0.13333333333333336;0.0;91.33333333333333;3,9243;0,0000;0,3519;0,0000;8,2347
339;10.266666666666667;0.0;0.0;0.0;89.66666666666667;2,2190;0,0000;0,0000;0,0000;13,7875
340;9.0;0.0;0.06666666666666667;0.0;93.0;2,9277;0,0000;0,2582;0,0000;10,9935
341;10.8;0.0;0.0;0.0;90.06666666666666;2,7045;0,0000;0,0000;0,0000;9,9676
342;9.6;0.0;0.0;0.0;95.0;4,0143;0,0000;0,0000;0,0000;8,7178
343;10.6;0.0;0.0;0.0;96.33333333333333;2,7464;0,0000;0,0000;0,0000;8,2606
344;10.733333333333333;0.0;0.06666666666666668;0.0;91.33333333333333;3,0582;0,0000;0,2582;0,0000;7,0576
345;10.6;0.0;0.0;0.0;93.6;3,7378;0,0000;0,0000;0,0000;11,3440
346;11.866666666666667;0.0;0.0;0.0;94.33333333333333;3,1137;0,0000;0,0000;0,0000;8,5412
347;10.533333333333333;0.0;0.0;0.0;94.8;3,0206;0,0000;0,0000;0,0000;8,0552
348;10.866666666666667;0.0;0.0;0.0;92.86666666666666;2,8999;0,0000;0,0000;0,0000;11,1986
349;10.333333333333334;0.0;0.0;0.0;96.0;3,1320;0,0000;0,0000;0,0000;10,1770
350;10.066666666666666;0.0;0.0;0.0;86.4;3,6148;0,0000;0,0000;0,0000;9,8111
351;8.933333333333334;0.0;0.0;0.0;94.53333333333333;4,0614;0,0000;0,0000;0,0000;7,9450
352;9.066666666666666;0.0;0.06666666666666668;0.0;97.2;3,1275;0,0000;0,2582;0,0000;9,8213
353;12.266666666666667;0.0;0.0;0.0;92.4;2,8652;0,0000;0,0000;0,0000;7,6700
354;10.733333333333333;0.0;0.0;0.0;88.4;3,8073;0,0000;0,0000;0,0000;9,4097
355;9.933333333333334;0.0;0.0;0.0;90.06666666666666;2,7115;0,0000;0,0000;0,0000;10,9900
356;10.0;0.0;0.0;0.0;90.8;3,3166;0,0000;0,0000;0,0000;9,8720
357;10.466666666666667;0.0;0.0;0.0;92.86666666666666;2,4456;0,0000;0,0000;0,0000;10,6695
358;10.4;0.0;0.0;0.0;94.2;3,4184;0,0000;0,0000;0,0000;9,7994
359;10.533333333333333;0.0;0.06666666666666667;0.0;91.06666666666666;2,2636;0,0000;0,2582;0,0000;10,2013
